"Variable","Label"
"hml32b_37","presence of species: malariae (pm)"
"hml32b_38","presence of species: malariae (pm)"
"hml32b_39","presence of species: malariae (pm)"
"hml32b_40","presence of species: malariae (pm)"
"hml32b_41","presence of species: malariae (pm)"
"hml32b_42","presence of species: malariae (pm)"
"hml32b_43","presence of species: malariae (pm)"
"hml32b_44","presence of species: malariae (pm)"
"hml32b_45","presence of species: malariae (pm)"
"hml32b_46","presence of species: malariae (pm)"
"hml32b_47","presence of species: malariae (pm)"
"hml32b_48","presence of species: malariae (pm)"
"hml32b_49","presence of species: malariae (pm)"
"hml32b_50","presence of species: malariae (pm)"
"hml32b_51","presence of species: malariae (pm)"
"hml32b_52","presence of species: malariae (pm)"
"hml32b_53","presence of species: malariae (pm)"
"hml32b_54","presence of species: malariae (pm)"
"hml32b_55","presence of species: malariae (pm)"
"hml32b_56","presence of species: malariae (pm)"
"hml32b_57","presence of species: malariae (pm)"
"hml32b_58","presence of species: malariae (pm)"
"hml32b_59","presence of species: malariae (pm)"
"hml32b_60","presence of species: malariae (pm)"
"hml32b_61","presence of species: malariae (pm)"
"hml32b_62","presence of species: malariae (pm)"
"hml32b_63","presence of species: malariae (pm)"
"hml32b_64","presence of species: malariae (pm)"
"hml32b_65","presence of species: malariae (pm)"
"hml32b_66","presence of species: malariae (pm)"
"hml32b_67","presence of species: malariae (pm)"
"hml32b_68","presence of species: malariae (pm)"
"hml32b_69","presence of species: malariae (pm)"
"hml32b_70","presence of species: malariae (pm)"
"hml32b_71","presence of species: malariae (pm)"
"hml32b_72","presence of species: malariae (pm)"
"hml32b_73","presence of species: malariae (pm)"
"hml32b_74","presence of species: malariae (pm)"
"hml32b_75","presence of species: malariae (pm)"
"hml32b_76","presence of species: malariae (pm)"
"hml32b_77","presence of species: malariae (pm)"
"hml32b_78","presence of species: malariae (pm)"
"hml32b_79","presence of species: malariae (pm)"
"hml32b_80","presence of species: malariae (pm)"
"hml32b_81","presence of species: malariae (pm)"
"hml32b_82","presence of species: malariae (pm)"
"hml32b_83","presence of species: malariae (pm)"
"hml32b_84","presence of species: malariae (pm)"
"hml32b_85","presence of species: malariae (pm)"
"hml32b_86","presence of species: malariae (pm)"
"hml32b_87","presence of species: malariae (pm)"
"hml32b_88","presence of species: malariae (pm)"
"hml32b_89","presence of species: malariae (pm)"
"hml32b_90","presence of species: malariae (pm)"
"hml32c_01","presence of species: ovale (po)"
"hml32c_02","presence of species: ovale (po)"
"hml32c_03","presence of species: ovale (po)"
"hml32c_04","presence of species: ovale (po)"
"hml32c_05","presence of species: ovale (po)"
"hml32c_06","presence of species: ovale (po)"
"hml32c_07","presence of species: ovale (po)"
"hml32c_08","presence of species: ovale (po)"
"hml32c_09","presence of species: ovale (po)"
"hml32c_10","presence of species: ovale (po)"
"hml32c_11","presence of species: ovale (po)"
"hml32c_12","presence of species: ovale (po)"
"hml32c_13","presence of species: ovale (po)"
"hml32c_14","presence of species: ovale (po)"
"hml32c_15","presence of species: ovale (po)"
"hml32c_16","presence of species: ovale (po)"
"hml32c_17","presence of species: ovale (po)"
"hml32c_18","presence of species: ovale (po)"
"hml32c_19","presence of species: ovale (po)"
"hml32c_20","presence of species: ovale (po)"
"hml32c_21","presence of species: ovale (po)"
"hml32c_22","presence of species: ovale (po)"
"hml32c_23","presence of species: ovale (po)"
"hml32c_24","presence of species: ovale (po)"
"hml32c_25","presence of species: ovale (po)"
"hml32c_26","presence of species: ovale (po)"
"hml32c_27","presence of species: ovale (po)"
"hml32c_28","presence of species: ovale (po)"
"hml32c_29","presence of species: ovale (po)"
"hml32c_30","presence of species: ovale (po)"
"hml32c_31","presence of species: ovale (po)"
"hml32c_32","presence of species: ovale (po)"
"hml32c_33","presence of species: ovale (po)"
"hml32c_34","presence of species: ovale (po)"
"hml32c_35","presence of species: ovale (po)"
"hml32c_36","presence of species: ovale (po)"
"hml32c_37","presence of species: ovale (po)"
"hml32c_38","presence of species: ovale (po)"
"hml32c_39","presence of species: ovale (po)"
"hml32c_40","presence of species: ovale (po)"
"hml32c_41","presence of species: ovale (po)"
"hml32c_42","presence of species: ovale (po)"
"hml32c_43","presence of species: ovale (po)"
"hml32c_44","presence of species: ovale (po)"
"hml32c_45","presence of species: ovale (po)"
"hml32c_46","presence of species: ovale (po)"
"hml32c_47","presence of species: ovale (po)"
"hml32c_48","presence of species: ovale (po)"
"hml32c_49","presence of species: ovale (po)"
"hml32c_50","presence of species: ovale (po)"
"hml32c_51","presence of species: ovale (po)"
"hml32c_52","presence of species: ovale (po)"
"hml32c_53","presence of species: ovale (po)"
"hml32c_54","presence of species: ovale (po)"
"hml32c_55","presence of species: ovale (po)"
"hml32c_56","presence of species: ovale (po)"
"hml32c_57","presence of species: ovale (po)"
"hml32c_58","presence of species: ovale (po)"
"hml32c_59","presence of species: ovale (po)"
"hml32c_60","presence of species: ovale (po)"
"hml32c_61","presence of species: ovale (po)"
"hml32c_62","presence of species: ovale (po)"
"hml32c_63","presence of species: ovale (po)"
"hml32c_64","presence of species: ovale (po)"
"hml32c_65","presence of species: ovale (po)"
"hml32c_66","presence of species: ovale (po)"
"hml32c_67","presence of species: ovale (po)"
"hml32c_68","presence of species: ovale (po)"
"hml32c_69","presence of species: ovale (po)"
"hml32c_70","presence of species: ovale (po)"
"hml32c_71","presence of species: ovale (po)"
"hml32c_72","presence of species: ovale (po)"
"hml32c_73","presence of species: ovale (po)"
"hml32c_74","presence of species: ovale (po)"
"hml32c_75","presence of species: ovale (po)"
"hml32c_76","presence of species: ovale (po)"
"hml32c_77","presence of species: ovale (po)"
"hml32c_78","presence of species: ovale (po)"
"hml32c_79","presence of species: ovale (po)"
"hml32c_80","presence of species: ovale (po)"
"hml32c_81","presence of species: ovale (po)"
"hml32c_82","presence of species: ovale (po)"
"hml32c_83","presence of species: ovale (po)"
"hml32c_84","presence of species: ovale (po)"
"hml32c_85","presence of species: ovale (po)"
"hml32c_86","presence of species: ovale (po)"
"hml32c_87","presence of species: ovale (po)"
"hml32c_88","presence of species: ovale (po)"
"hml32c_89","presence of species: ovale (po)"
"hml32c_90","presence of species: ovale (po)"
"hml32d_01","na - presence of species: vivax (pv)"
"hml32d_02","na - presence of species: vivax (pv)"
"hml32d_03","na - presence of species: vivax (pv)"
"hml32d_04","na - presence of species: vivax (pv)"
"hml32d_05","na - presence of species: vivax (pv)"
"hml32d_06","na - presence of species: vivax (pv)"
"hml32d_07","na - presence of species: vivax (pv)"
"hml32d_08","na - presence of species: vivax (pv)"
"hml32d_09","na - presence of species: vivax (pv)"
"hml32d_10","na - presence of species: vivax (pv)"
"hml32d_11","na - presence of species: vivax (pv)"
"hml32d_12","na - presence of species: vivax (pv)"
"hml32d_13","na - presence of species: vivax (pv)"
"hml32d_14","na - presence of species: vivax (pv)"
"hml32d_15","na - presence of species: vivax (pv)"
"hml32d_16","na - presence of species: vivax (pv)"
"hml32d_17","na - presence of species: vivax (pv)"
"hml32d_18","na - presence of species: vivax (pv)"
"hml32d_19","na - presence of species: vivax (pv)"
"hml32d_20","na - presence of species: vivax (pv)"
"hml32d_21","na - presence of species: vivax (pv)"
"hml32d_22","na - presence of species: vivax (pv)"
"hml32d_23","na - presence of species: vivax (pv)"
"hml32d_24","na - presence of species: vivax (pv)"
"hml32d_25","na - presence of species: vivax (pv)"
"hml32d_26","na - presence of species: vivax (pv)"
"hml32d_27","na - presence of species: vivax (pv)"
"hml32d_28","na - presence of species: vivax (pv)"
"hml32d_29","na - presence of species: vivax (pv)"
"hml32d_30","na - presence of species: vivax (pv)"
"hml32d_31","na - presence of species: vivax (pv)"
"hml32d_32","na - presence of species: vivax (pv)"
"hml32d_33","na - presence of species: vivax (pv)"
"hml32d_34","na - presence of species: vivax (pv)"
"hml32d_35","na - presence of species: vivax (pv)"
"hml32d_36","na - presence of species: vivax (pv)"
"hml32d_37","na - presence of species: vivax (pv)"
"hml32d_38","na - presence of species: vivax (pv)"
"hml32d_39","na - presence of species: vivax (pv)"
"hml32d_40","na - presence of species: vivax (pv)"
"hml32d_41","na - presence of species: vivax (pv)"
"hml32d_42","na - presence of species: vivax (pv)"
"hml32d_43","na - presence of species: vivax (pv)"
"hml32d_44","na - presence of species: vivax (pv)"
"hml32d_45","na - presence of species: vivax (pv)"
"hml32d_46","na - presence of species: vivax (pv)"
"hml32d_47","na - presence of species: vivax (pv)"
"hml32d_48","na - presence of species: vivax (pv)"
"hml32d_49","na - presence of species: vivax (pv)"
"hml32d_50","na - presence of species: vivax (pv)"
"hml32d_51","na - presence of species: vivax (pv)"
"hml32d_52","na - presence of species: vivax (pv)"
"hml32d_53","na - presence of species: vivax (pv)"
"hml32d_54","na - presence of species: vivax (pv)"
"hml32d_55","na - presence of species: vivax (pv)"
"hml32d_56","na - presence of species: vivax (pv)"
"hml32d_57","na - presence of species: vivax (pv)"
"hml32d_58","na - presence of species: vivax (pv)"
"hml32d_59","na - presence of species: vivax (pv)"
"hml32d_60","na - presence of species: vivax (pv)"
"hml32d_61","na - presence of species: vivax (pv)"
"hml32d_62","na - presence of species: vivax (pv)"
"hml32d_63","na - presence of species: vivax (pv)"
"hml32d_64","na - presence of species: vivax (pv)"
"hml32d_65","na - presence of species: vivax (pv)"
"hml32d_66","na - presence of species: vivax (pv)"
"hml32d_67","na - presence of species: vivax (pv)"
"hml32d_68","na - presence of species: vivax (pv)"
"hml32d_69","na - presence of species: vivax (pv)"
"hml32d_70","na - presence of species: vivax (pv)"
"hml32d_71","na - presence of species: vivax (pv)"
"hml32d_72","na - presence of species: vivax (pv)"
"hml32d_73","na - presence of species: vivax (pv)"
"hml32d_74","na - presence of species: vivax (pv)"
"hml32d_75","na - presence of species: vivax (pv)"
"hml32d_76","na - presence of species: vivax (pv)"
"hml32d_77","na - presence of species: vivax (pv)"
"hml32d_78","na - presence of species: vivax (pv)"
"hml32d_79","na - presence of species: vivax (pv)"
"hml32d_80","na - presence of species: vivax (pv)"
"hml32d_81","na - presence of species: vivax (pv)"
"hml32d_82","na - presence of species: vivax (pv)"
"hml32d_83","na - presence of species: vivax (pv)"
"hml32d_84","na - presence of species: vivax (pv)"
"hml32d_85","na - presence of species: vivax (pv)"
"hml32d_86","na - presence of species: vivax (pv)"
"hml32d_87","na - presence of species: vivax (pv)"
"hml32d_88","na - presence of species: vivax (pv)"
"hml32d_89","na - presence of species: vivax (pv)"
"hml32d_90","na - presence of species: vivax (pv)"
"hml32e_01","na - presence of species: cs"
"hml32e_02","na - presence of species: cs"
"hml32e_03","na - presence of species: cs"
"hml32e_04","na - presence of species: cs"
"hml32e_05","na - presence of species: cs"
"hml32e_06","na - presence of species: cs"
"hml32e_07","na - presence of species: cs"
"hml32e_08","na - presence of species: cs"
"hml32e_09","na - presence of species: cs"
"hml32e_10","na - presence of species: cs"
"hml32e_11","na - presence of species: cs"
"hml32e_12","na - presence of species: cs"
"hml32e_13","na - presence of species: cs"
"hml32e_14","na - presence of species: cs"
"hml32e_15","na - presence of species: cs"
"hml32e_16","na - presence of species: cs"
"hml32e_17","na - presence of species: cs"
"hml32e_18","na - presence of species: cs"
"hml32e_19","na - presence of species: cs"
"hml32e_20","na - presence of species: cs"
"hml32e_21","na - presence of species: cs"
"hml32e_22","na - presence of species: cs"
"hml32e_23","na - presence of species: cs"
"hml32e_24","na - presence of species: cs"
"hml32e_25","na - presence of species: cs"
"hml32e_26","na - presence of species: cs"
"hml32e_27","na - presence of species: cs"
"hml32e_28","na - presence of species: cs"
"hml32e_29","na - presence of species: cs"
"hml32e_30","na - presence of species: cs"
"hml32e_31","na - presence of species: cs"
"hml32e_32","na - presence of species: cs"
"hml32e_33","na - presence of species: cs"
"hml32e_34","na - presence of species: cs"
"hml32e_35","na - presence of species: cs"
"hml32e_36","na - presence of species: cs"
"hml32e_37","na - presence of species: cs"
"hml32e_38","na - presence of species: cs"
"hml32e_39","na - presence of species: cs"
"hml32e_40","na - presence of species: cs"
"hml32e_41","na - presence of species: cs"
"hml32e_42","na - presence of species: cs"
"hml32e_43","na - presence of species: cs"
"hml32e_44","na - presence of species: cs"
"hml32e_45","na - presence of species: cs"
"hml32e_46","na - presence of species: cs"
"hml32e_47","na - presence of species: cs"
"hml32e_48","na - presence of species: cs"
"hml32e_49","na - presence of species: cs"
"hml32e_50","na - presence of species: cs"
"hml32e_51","na - presence of species: cs"
"hml32e_52","na - presence of species: cs"
"hml32e_53","na - presence of species: cs"
"hml32e_54","na - presence of species: cs"
"hml32e_55","na - presence of species: cs"
"hml32e_56","na - presence of species: cs"
"hml32e_57","na - presence of species: cs"
"hml32e_58","na - presence of species: cs"
"hml32e_59","na - presence of species: cs"
"hml32e_60","na - presence of species: cs"
"hml32e_61","na - presence of species: cs"
"hml32e_62","na - presence of species: cs"
"hml32e_63","na - presence of species: cs"
"hml32e_64","na - presence of species: cs"
"hml32e_65","na - presence of species: cs"
"hml32e_66","na - presence of species: cs"
"hml32e_67","na - presence of species: cs"
"hml32e_68","na - presence of species: cs"
"hml32e_69","na - presence of species: cs"
"hml32e_70","na - presence of species: cs"
"hml32e_71","na - presence of species: cs"
"hml32e_72","na - presence of species: cs"
"hml32e_73","na - presence of species: cs"
"hml32e_74","na - presence of species: cs"
"hml32e_75","na - presence of species: cs"
"hml32e_76","na - presence of species: cs"
"hml32e_77","na - presence of species: cs"
"hml32e_78","na - presence of species: cs"
"hml32e_79","na - presence of species: cs"
"hml32e_80","na - presence of species: cs"
"hml32e_81","na - presence of species: cs"
"hml32e_82","na - presence of species: cs"
"hml32e_83","na - presence of species: cs"
"hml32e_84","na - presence of species: cs"
"hml32e_85","na - presence of species: cs"
"hml32e_86","na - presence of species: cs"
"hml32e_87","na - presence of species: cs"
"hml32e_88","na - presence of species: cs"
"hml32e_89","na - presence of species: cs"
"hml32e_90","na - presence of species: cs"
"hml32f_01","na - presence of species: cs"
"hml32f_02","na - presence of species: cs"
"hml32f_03","na - presence of species: cs"
"hml32f_04","na - presence of species: cs"
"hml32f_05","na - presence of species: cs"
"hml32f_06","na - presence of species: cs"
"hml32f_07","na - presence of species: cs"
"hml32f_08","na - presence of species: cs"
"hml32f_09","na - presence of species: cs"
"hml32f_10","na - presence of species: cs"
"hml32f_11","na - presence of species: cs"
"hml32f_12","na - presence of species: cs"
"hml32f_13","na - presence of species: cs"
"hml32f_14","na - presence of species: cs"
"hml32f_15","na - presence of species: cs"
"hml32f_16","na - presence of species: cs"
"hml32f_17","na - presence of species: cs"
"hml32f_18","na - presence of species: cs"
"hml32f_19","na - presence of species: cs"
"hml32f_20","na - presence of species: cs"
"hml32f_21","na - presence of species: cs"
"hml32f_22","na - presence of species: cs"
"hml32f_23","na - presence of species: cs"
"hml32f_24","na - presence of species: cs"
"hml32f_25","na - presence of species: cs"
"hml32f_26","na - presence of species: cs"
"hml32f_27","na - presence of species: cs"
"hml32f_28","na - presence of species: cs"
"hml32f_29","na - presence of species: cs"
"hml32f_30","na - presence of species: cs"
"hml32f_31","na - presence of species: cs"
"hml32f_32","na - presence of species: cs"
"hml32f_33","na - presence of species: cs"
"hml32f_34","na - presence of species: cs"
"hml32f_35","na - presence of species: cs"
"hml32f_36","na - presence of species: cs"
"hml32f_37","na - presence of species: cs"
"hml32f_38","na - presence of species: cs"
"hml32f_39","na - presence of species: cs"
"hml32f_40","na - presence of species: cs"
"hml32f_41","na - presence of species: cs"
"hml32f_42","na - presence of species: cs"
"hml32f_43","na - presence of species: cs"
"hml32f_44","na - presence of species: cs"
"hml32f_45","na - presence of species: cs"
"hml32f_46","na - presence of species: cs"
"hml32f_47","na - presence of species: cs"
"hml32f_48","na - presence of species: cs"
"hml32f_49","na - presence of species: cs"
"hml32f_50","na - presence of species: cs"
"hml32f_51","na - presence of species: cs"
"hml32f_52","na - presence of species: cs"
"hml32f_53","na - presence of species: cs"
"hml32f_54","na - presence of species: cs"
"hml32f_55","na - presence of species: cs"
"hml32f_56","na - presence of species: cs"
"hml32f_57","na - presence of species: cs"
"hml32f_58","na - presence of species: cs"
"hml32f_59","na - presence of species: cs"
"hml32f_60","na - presence of species: cs"
"hml32f_61","na - presence of species: cs"
"hml32f_62","na - presence of species: cs"
"hml32f_63","na - presence of species: cs"
"hml32f_64","na - presence of species: cs"
"hml32f_65","na - presence of species: cs"
"hml32f_66","na - presence of species: cs"
"hml32f_67","na - presence of species: cs"
"hml32f_68","na - presence of species: cs"
"hml32f_69","na - presence of species: cs"
"hml32f_70","na - presence of species: cs"
"hml32f_71","na - presence of species: cs"
"hml32f_72","na - presence of species: cs"
"hml32f_73","na - presence of species: cs"
"hml32f_74","na - presence of species: cs"
"hml32f_75","na - presence of species: cs"
"hml32f_76","na - presence of species: cs"
"hml32f_77","na - presence of species: cs"
"hml32f_78","na - presence of species: cs"
"hml32f_79","na - presence of species: cs"
"hml32f_80","na - presence of species: cs"
"hml32f_81","na - presence of species: cs"
"hml32f_82","na - presence of species: cs"
"hml32f_83","na - presence of species: cs"
"hml32f_84","na - presence of species: cs"
"hml32f_85","na - presence of species: cs"
"hml32f_86","na - presence of species: cs"
"hml32f_87","na - presence of species: cs"
"hml32f_88","na - presence of species: cs"
"hml32f_89","na - presence of species: cs"
"hml32f_90","na - presence of species: cs"
"hml32g_01","na - presence of species: cs"
"hml32g_02","na - presence of species: cs"
"hml32g_03","na - presence of species: cs"
"hml32g_04","na - presence of species: cs"
"hml32g_05","na - presence of species: cs"
"hml32g_06","na - presence of species: cs"
"hml32g_07","na - presence of species: cs"
"hml32g_08","na - presence of species: cs"
"hml32g_09","na - presence of species: cs"
"hml32g_10","na - presence of species: cs"
"hml32g_11","na - presence of species: cs"
"hml32g_12","na - presence of species: cs"
"hml32g_13","na - presence of species: cs"
"hml32g_14","na - presence of species: cs"
"hml32g_15","na - presence of species: cs"
"hml32g_16","na - presence of species: cs"
"hml32g_17","na - presence of species: cs"
"hml32g_18","na - presence of species: cs"
"hml32g_19","na - presence of species: cs"
"hml32g_20","na - presence of species: cs"
"hml32g_21","na - presence of species: cs"
"hml32g_22","na - presence of species: cs"
"hml32g_23","na - presence of species: cs"
"hml32g_24","na - presence of species: cs"
"hml32g_25","na - presence of species: cs"
"hml32g_26","na - presence of species: cs"
"hml32g_27","na - presence of species: cs"
"hml32g_28","na - presence of species: cs"
"hml32g_29","na - presence of species: cs"
"hml32g_30","na - presence of species: cs"
"hml32g_31","na - presence of species: cs"
"hml32g_32","na - presence of species: cs"
"hml32g_33","na - presence of species: cs"
"hml32g_34","na - presence of species: cs"
"hml32g_35","na - presence of species: cs"
"hml32g_36","na - presence of species: cs"
"hml32g_37","na - presence of species: cs"
"hml32g_38","na - presence of species: cs"
"hml32g_39","na - presence of species: cs"
"hml32g_40","na - presence of species: cs"
"hml32g_41","na - presence of species: cs"
"hml32g_42","na - presence of species: cs"
"hml32g_43","na - presence of species: cs"
"hml32g_44","na - presence of species: cs"
"hml32g_45","na - presence of species: cs"
"hml32g_46","na - presence of species: cs"
"hml32g_47","na - presence of species: cs"
"hml32g_48","na - presence of species: cs"
"hml32g_49","na - presence of species: cs"
"hml32g_50","na - presence of species: cs"
"hml32g_51","na - presence of species: cs"
"hml32g_52","na - presence of species: cs"
"hml32g_53","na - presence of species: cs"
"hml32g_54","na - presence of species: cs"
"hml32g_55","na - presence of species: cs"
"hml32g_56","na - presence of species: cs"
"hml32g_57","na - presence of species: cs"
"hml32g_58","na - presence of species: cs"
"hml32g_59","na - presence of species: cs"
"hml32g_60","na - presence of species: cs"
"hml32g_61","na - presence of species: cs"
"hml32g_62","na - presence of species: cs"
"hml32g_63","na - presence of species: cs"
"hml32g_64","na - presence of species: cs"
"hml32g_65","na - presence of species: cs"
"hml32g_66","na - presence of species: cs"
"hml32g_67","na - presence of species: cs"
"hml32g_68","na - presence of species: cs"
"hml32g_69","na - presence of species: cs"
"hml32g_70","na - presence of species: cs"
"hml32g_71","na - presence of species: cs"
"hml32g_72","na - presence of species: cs"
"hml32g_73","na - presence of species: cs"
"hml32g_74","na - presence of species: cs"
"hml32g_75","na - presence of species: cs"
"hml32g_76","na - presence of species: cs"
"hml32g_77","na - presence of species: cs"
"hml32g_78","na - presence of species: cs"
"hml32g_79","na - presence of species: cs"
"hml32g_80","na - presence of species: cs"
"hml32g_81","na - presence of species: cs"
"hml32g_82","na - presence of species: cs"
"hml32g_83","na - presence of species: cs"
"hml32g_84","na - presence of species: cs"
"hml32g_85","na - presence of species: cs"
"hml32g_86","na - presence of species: cs"
"hml32g_87","na - presence of species: cs"
"hml32g_88","na - presence of species: cs"
"hml32g_89","na - presence of species: cs"
"hml32g_90","na - presence of species: cs"
"hml33_01","result of malaria measurement"
"hml33_02","result of malaria measurement"
"hml33_03","result of malaria measurement"
"hml33_04","result of malaria measurement"
"hml33_05","result of malaria measurement"
"hml33_06","result of malaria measurement"
"hml33_07","result of malaria measurement"
"hml33_08","result of malaria measurement"
"hml33_09","result of malaria measurement"
"hml33_10","result of malaria measurement"
"hml33_11","result of malaria measurement"
"hml33_12","result of malaria measurement"
"hml33_13","result of malaria measurement"
"hml33_14","result of malaria measurement"
"hml33_15","result of malaria measurement"
"hml33_16","result of malaria measurement"
"hml33_17","result of malaria measurement"
"hml33_18","result of malaria measurement"
"hml33_19","result of malaria measurement"
"hml33_20","result of malaria measurement"
"hml33_21","result of malaria measurement"
"hml33_22","result of malaria measurement"
"hml33_23","result of malaria measurement"
"hml33_24","result of malaria measurement"
"hml33_25","result of malaria measurement"
"hml33_26","result of malaria measurement"
"hml33_27","result of malaria measurement"
"hml33_28","result of malaria measurement"
"hml33_29","result of malaria measurement"
"hml33_30","result of malaria measurement"
"hml33_31","result of malaria measurement"
"hml33_32","result of malaria measurement"
"hml33_33","result of malaria measurement"
"hml33_34","result of malaria measurement"
"hml33_35","result of malaria measurement"
"hml33_36","result of malaria measurement"
"hml33_37","result of malaria measurement"
"hml33_38","result of malaria measurement"
"hml33_39","result of malaria measurement"
"hml33_40","result of malaria measurement"
"hml33_41","result of malaria measurement"
"hml33_42","result of malaria measurement"
"hml33_43","result of malaria measurement"
"hml33_44","result of malaria measurement"
"hml33_45","result of malaria measurement"
"hml33_46","result of malaria measurement"
"hml33_47","result of malaria measurement"
"hml33_48","result of malaria measurement"
"hml33_49","result of malaria measurement"
"hml33_50","result of malaria measurement"
"hml33_51","result of malaria measurement"
"hml33_52","result of malaria measurement"
"hml33_53","result of malaria measurement"
"hml33_54","result of malaria measurement"
"hml33_55","result of malaria measurement"
"hml33_56","result of malaria measurement"
"hml33_57","result of malaria measurement"
"hml33_58","result of malaria measurement"
"hml33_59","result of malaria measurement"
"hml33_60","result of malaria measurement"
"hml33_61","result of malaria measurement"
"hml33_62","result of malaria measurement"
"hml33_63","result of malaria measurement"
"hml33_64","result of malaria measurement"
"hml33_65","result of malaria measurement"
"hml33_66","result of malaria measurement"
"hml33_67","result of malaria measurement"
"hml33_68","result of malaria measurement"
"hml33_69","result of malaria measurement"
"hml33_70","result of malaria measurement"
"hml33_71","result of malaria measurement"
"hml33_72","result of malaria measurement"
"hml33_73","result of malaria measurement"
"hml33_74","result of malaria measurement"
"hml33_75","result of malaria measurement"
"hml33_76","result of malaria measurement"
"hml33_77","result of malaria measurement"
"hml33_78","result of malaria measurement"
"hml33_79","result of malaria measurement"
"hml33_80","result of malaria measurement"
"hml33_81","result of malaria measurement"
"hml33_82","result of malaria measurement"
"hml33_83","result of malaria measurement"
"hml33_84","result of malaria measurement"
"hml33_85","result of malaria measurement"
"hml33_86","result of malaria measurement"
"hml33_87","result of malaria measurement"
"hml33_88","result of malaria measurement"
"hml33_89","result of malaria measurement"
"hml33_90","result of malaria measurement"
"hml34_01","bar code for blood smear sample"
"hml34_02","bar code for blood smear sample"
"hml34_03","bar code for blood smear sample"
"hml34_04","bar code for blood smear sample"
"hml34_05","bar code for blood smear sample"
"hml34_06","bar code for blood smear sample"
"hml34_07","bar code for blood smear sample"
"hml34_08","bar code for blood smear sample"
"hml34_09","bar code for blood smear sample"
"hml34_10","bar code for blood smear sample"
"hml34_11","bar code for blood smear sample"
"hml34_12","bar code for blood smear sample"
"hml34_13","bar code for blood smear sample"
"hml34_14","bar code for blood smear sample"
"hml34_15","bar code for blood smear sample"
"hml34_16","bar code for blood smear sample"
"hml34_17","bar code for blood smear sample"
"hml34_18","bar code for blood smear sample"
"hml34_19","bar code for blood smear sample"
"hml34_20","bar code for blood smear sample"
"hml34_21","bar code for blood smear sample"
"hml34_22","bar code for blood smear sample"
"hml34_23","bar code for blood smear sample"
"hml34_24","bar code for blood smear sample"
"hml34_25","bar code for blood smear sample"
"hml34_26","bar code for blood smear sample"
"hml34_27","bar code for blood smear sample"
"hml34_28","bar code for blood smear sample"
"hml34_29","bar code for blood smear sample"
"hml34_30","bar code for blood smear sample"
"hml34_31","bar code for blood smear sample"
"hml34_32","bar code for blood smear sample"
"hml34_33","bar code for blood smear sample"
"hml34_34","bar code for blood smear sample"
"hml34_35","bar code for blood smear sample"
"hml34_36","bar code for blood smear sample"
"hml34_37","bar code for blood smear sample"
"hml34_38","bar code for blood smear sample"
"hml34_39","bar code for blood smear sample"
"hml34_40","bar code for blood smear sample"
"hml34_41","bar code for blood smear sample"
"hml34_42","bar code for blood smear sample"
"hml34_43","bar code for blood smear sample"
"hml34_44","bar code for blood smear sample"
"hml34_45","bar code for blood smear sample"
"hml34_46","bar code for blood smear sample"
"hml34_47","bar code for blood smear sample"
"hml34_48","bar code for blood smear sample"
"hml34_49","bar code for blood smear sample"
"hml34_50","bar code for blood smear sample"
"hml34_51","bar code for blood smear sample"
"hml34_52","bar code for blood smear sample"
"hml34_53","bar code for blood smear sample"
"hml34_54","bar code for blood smear sample"
"hml34_55","bar code for blood smear sample"
"hml34_56","bar code for blood smear sample"
"hml34_57","bar code for blood smear sample"
"hml34_58","bar code for blood smear sample"
"hml34_59","bar code for blood smear sample"
"hml34_60","bar code for blood smear sample"
"hml34_61","bar code for blood smear sample"
"hml34_62","bar code for blood smear sample"
"hml34_63","bar code for blood smear sample"
"hml34_64","bar code for blood smear sample"
"hml34_65","bar code for blood smear sample"
"hml34_66","bar code for blood smear sample"
"hml34_67","bar code for blood smear sample"
"hml34_68","bar code for blood smear sample"
"hml34_69","bar code for blood smear sample"
"hml34_70","bar code for blood smear sample"
"hml34_71","bar code for blood smear sample"
"hml34_72","bar code for blood smear sample"
"hml34_73","bar code for blood smear sample"
"hml34_74","bar code for blood smear sample"
"hml34_75","bar code for blood smear sample"
"hml34_76","bar code for blood smear sample"
"hml34_77","bar code for blood smear sample"
"hml34_78","bar code for blood smear sample"
"hml34_79","bar code for blood smear sample"
"hml34_80","bar code for blood smear sample"
"hml34_81","bar code for blood smear sample"
"hml34_82","bar code for blood smear sample"
"hml34_83","bar code for blood smear sample"
"hml34_84","bar code for blood smear sample"
"hml34_85","bar code for blood smear sample"
"hml34_86","bar code for blood smear sample"
"hml34_87","bar code for blood smear sample"
"hml34_88","bar code for blood smear sample"
"hml34_89","bar code for blood smear sample"
"hml34_90","bar code for blood smear sample"
"hml35_01","result of malaria rapid test"
"hml35_02","result of malaria rapid test"
"hml35_03","result of malaria rapid test"
"hml35_04","result of malaria rapid test"
"hml35_05","result of malaria rapid test"
"hml35_06","result of malaria rapid test"
"hml35_07","result of malaria rapid test"
"hml35_08","result of malaria rapid test"
"hml35_09","result of malaria rapid test"
"hml35_10","result of malaria rapid test"
"hml35_11","result of malaria rapid test"
"hml35_12","result of malaria rapid test"
"hml35_13","result of malaria rapid test"
"hml35_14","result of malaria rapid test"
"hml35_15","result of malaria rapid test"
"hml35_16","result of malaria rapid test"
"hml35_17","result of malaria rapid test"
"hml35_18","result of malaria rapid test"
"hml35_19","result of malaria rapid test"
"hml35_20","result of malaria rapid test"
"hml35_21","result of malaria rapid test"
